incidnet_id ,status,service,title,improvement_possible,recognition_type,incident_grade,propagation_grade,occurred_at,ended_at,root_cause_L1,root_cause_L2,action_summary,cause_type_L1,cause_type_L2,cause_type_L3
INM24070130086,종료,Dev-Space,서버(p-space-tk1-d02)에서 CPU 과점유 현상 발생,,,,이상징후,2001-07-24 23:40:00,2001-07-24 23:40:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

장애 예방차 과점유 현상 해소를 위한 재기동이며
두대의 서버로 구성되어 서비스에 영향도 없습니다.",AP 운영,운용,환경
INM24070230087,종료,KOS-Rater,서버(rtamcap01)에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2002-07-24 00:03:00,2002-07-24 00:03:00,Infra원인,Infra S/W결함,"2024.07.02
00:03  서버(rtamcap01)에서 ICMP Ping 체크 불가 (looks)
00:07  컨콜 개설 및 관련자 초대
00:10  이상징후 발생공지 발송
00:15  해당서버는 AP관리서버로 서비스 영향도 없음 확인(Rater서비스팀)
00:22 rtamcap02 -> rtamcap01로 클러스터 원복(고객인프라팀)
00:24  [완료]이상징후 해소공지 발송",Infra,서버 S/W,OS
INM24070230089,종료,블록체인기반지역화폐,농협 연동 시스템오류 건수 증가 이벤트 발생,,,,이상징후,2002-07-24 06:43:00,2002-07-24 07:25:00,환경원인,외부귀책,"06:43  램프에서 시스템오류 건수 증가 이벤트 발생
06:49  컨콜 개설 및 관련자 초대
06:50  이상징후 발생 공지 발송
06:55  농협측 확인 결과 정상 확인 (DX플랫폼팀 )
07:02  전용회선 VPN장비 이중화 확인 요청(KTC)
07:27  농협 결재 카드등록/결재 서비스 정상 확인
07:28  윈스에서 해당 VPJN장비 자동 재기동 확인(KTC)
07:43  [완료]이상징후 해소 공지 발송
지니오 내용(첨부)",AP 운영,운용,환경
INM24070230091,종료,메세징서비스,메세징서비스 관제툴(W-MON) 에서 www.xroshot.com 접속 지연 이벤트 발생,,,,이상징후,2002-07-24 10:59:00,2002-07-24 11:04:00,환경원인,외부귀책,ㅇ서버점검 및 AP점검중 자연해소 필수,AP 운영,운용,환경
INM24070230093,종료,KT샵,KT샵 다수 서버에서 DB Process 이벤트 발생 및 웹페이지(shop.kt.com) 접속불가 현상 발생,,,,이상징후,2002-07-24 13:51:00,2002-07-24 13:56:00,Infra원인,Infra S/W결함,"13:50	Signal 11 에러로그와 함께 DB 중지됨
13:52	p-ktshop-pk1-d01 서버에서 DB 자동 재기동 실패됨 (backup_label 영향)
13:54	DB 자동 절체 (p-ktshop-pk1-d01 -> p-ktshop-pk1-d01) , DB 정상 기동됨
13:56	이상징후 발생 공지
13:58	약 2분간 DB Recovery mode
14:00	DB Recovery mode 완료되어 DB 정상 확인
14:04	AP 서비스 정상 확인
14:15	Active서버변경으로DB 관제 설정 변경(d01->d02) 및 절체 체크리스트 확인
14:18	이상징후 해소 공지",Infra,서버 S/W,기타
INM24070230094,종료,Dev-Space,DevSpace wiki node 1번 속도 지연 현상 발생,,,,이상징후,2002-07-24 16:10:00,2002-07-24 16:16:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

해당건은 2대의 NODE 중 1대의 노드가 비정상적으로 지연이 발생하여
재기동 한 건입니다.",AP 운영,운용,환경
INM24070330096,종료,OSS-OM,OSS-OM-개통관리 서버(pcuiap03) CPU 과부하 및 인스턴스(cuiSvr35) 지연 현상 발생,,,,이상징후,2003-07-24 10:05:00,2003-07-24 10:08:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
07/03 10:05 pcuiap03 CPU 이상징후 발생
07/03 10:06 cuiSvr35 인스턴스 CPU 과점유 현상 확인
07/03 10:07 cuiSvr35 중지 완료 및 인프라 점검 정상 확인
07/03 10:08 이상징후 발생/해소 공지",Infra,미들웨어,WAS
INM24070330097,종료,플랫폼E2E관제,"플랫폼E2E관제 서버 (c-lamp-pk1-a04)에서 /jboss, /var Filesystem Full 및 lampwas41 Process DOWN 이벤트 발생",,,,이상징후,2003-07-24 13:49:00,2003-07-24 13:52:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

이중화로 서비스 영향도 없습니다.
MW 재기동으로 서비스 정상화 했습니다.",AP 운영,운용,환경
INM24070330098,종료,KT멤버십 앱,서버(c-ktmem-pk1-a04)에서 WAS Process 다운 이벤트 발생,,,,이상징후,2003-07-24 14:41:00,2003-07-24 14:48:00,환경원인,자연해소,"O [파악된 현상] 7/3 14:41 - was 4번 프로세스 다운
                          7/3 14:42 - was 4번 프로세스 재기동
                          7/3 14:44 - 재기동 완료 및 서비스 점검
                          7/3 14:48 - 이상징후 발생/해소 공지 완료",Infra,서버,기타
INM24070330099,종료,플랫폼E2E관제,일부 서비스 트래픽 데이터 수집 지연 현상 발생,,,,이상징후,2003-07-24 16:11:00,2003-07-24 16:24:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

로그포맷터는 non-ito 이며
ap부서에서 재기동 진행",AP 운영,운용,환경
INM24070330101,종료,KTAICC,"서버(prd-escsvc05,06) cms 인스턴스 간헐적 지연 발생",,,,이상징후,2003-07-24 17:29:00,2003-07-24 17:37:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24070330102,종료,IT-NMS,NW장비(DJAG-KDR04F-SE-14R07-CAMA)에서 다수의 InterfaceDown 이벤트 발생,,,,이상징후,2003-07-24 23:16:00,2003-07-24 23:16:00,Infra원인,Infra S/W결함,"[07/03]
23:16 DJAG-KDR04F-SE-14R07-CAMA
         DJBB-KDR04F-EXT-14R07-CAMA
         DJAG-KDR04F-SE-14R06-BSS?
         CATR-K04R-PR-01R16-DOCEAN?
         DJTR-KDR04F-INT-11R05-01-NBSS
	 다수 인터페이스 이벤트 발생
23:19 이상징후 발생
23:26 컨콜개설 / IT통합관제 장비담당자 ,서비스 담당자 서비스 확인 요청
23:28 장비담당자 해당장비 영향도 파악 / 미사용 장비로 특이사항 로그 없음 / 서비스 영향도 없음 확인
23:30 이상징후 발생/해소공지 발송",Infra,네트워크,기타
INM24070430104,종료,OSS-OM,OSS-OM-개통관리 서버(pcuiap01) CPU 과부하 및 인스턴스(cuiSvr15) 지연 현상 발생,,,,이상징후,2004-07-24 14:37:00,2004-07-24 14:38:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
07/04 14:37 pcuiap01 CPU 이상징후 발생
07/04 14:37 cuiSvr15 인스턴스 CPU 과점유 현상 확인
07/04 14:38 cuiSvr15 중지 완료 및 인프라 점검 정상 확인
07/04 14:38 이상징후 발생/해소 공지",Infra,미들웨어,WAS
INM24070530105,종료,Dev-Space,https://cp-cd.dspace.kt.co.kr/ URL BAD GATEWAY 현상 발생,개선가능,AO부서,,4등급,2004-07-24 20:35:00,2005-07-24 23:44:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

20:35  팀즈 활용 상황창 개설
20:39  CP-CD Jenkins #1,#2 스위칭확인 #1으로 서비스 로드확인(DevOps엔지니어링팀)
20:39  이상징후 발생공지 SMS발송
20:40  Application 정상으로 확인되는데 간헐적 502에러 발생확인(플랫폼COE팀)
20:43  AP재기동완료(플랫폼Coe팀)
20:45  NFS data Path 용량 NFS 영역 160G 중 100G 사용중으로 특이사항 없음 (플랫폼CoE팀)
20:45  502오류 해소 확인(플랫폼Coe팀)
20:56  일부 사용자 간헐적 502오류 발생하여 서버 1대 차단 후 확인 시 오류 해소 확인(플랫폼Coe팀)
21:19  Build with parameter메뉴에 진입하면 gitlab에서 pod tab버전 확인 시 오류 발생확인(DevOps엔지니어링팀)
21:32  장애전환결정(DevOps엔지니어링팀) 상황반장 : 함승우대리, 복구반장 : 이재연과장
21:36  장애 발생공지 SMS 발송
21:37  kt cloud 이벤트 내역 없음 확인(그룹사업팀)
21:41  도메인 : https://dspace.kt.co.kr/(211.252.123.62) 네트워크 구간 점검 결과 특이사항 없음 확인(네트워크 인프라팀)
21:43  Jinkins(ct-cd,ip-cd,it-cd,cp-cd) 403오류 발생확인(플랫폼Coe팀)
21:46  e01 nginx재기동 후 서비스 재 점검 진행 (플랫폼인프라팀/플랫폼CoE팀)
21:48  nginx 재기동 이후 현상 동일 (플랫폼CoE팀)
21:51  방화벽 점검 진행 (네트워크인프라팀)
22:23  방화벽 점검결과 특이사항 없음 확인(네트워크인프라팀)
22:38  사이트 접근은 정상이나, 사용자 빌드 배포 시 반복적으로 403/503 error 발생하여 배포 진행 불가. 로그 기반 추가 확인 중 (플랫폼Coe팀)
22:45  ktc dev-space관련 VM(53대) 점검결과 특이사항 없음확인
22:51  방화벽 정책허용 확인(DMZ존 211.252.122.135(nginx) -> Jenkins #1 KTIS존 10.220.205.87 ,Jenkins #2 KTIS존 10.220.205.66
23:12  방화벽 점검 정상에 따라 젠킨스 옵션변경 진행하였으나 동일현상으로 원상태로 변경(플랫폼Coe팀)
23:44  기존 배포오류 인입된 voc(SHUB, VIVALDI, 레코딩) 관련 정상 배포 확인(DevOps엔지니어링팀)
00:08  장애종료 의사결정(DevOps엔지니어링팀)
00:19  [완료]장애종료공지 SMS발송",AP 운영,운용,환경
INM24070530106,종료,OSS-OM,OSS-OM-개통관리 서버(pcuiap03) CPU 과부하 및 인스턴스(cuiSvr35) 지연 현상 발생,,,,이상징후,2005-07-24 10:17:00,2005-07-24 10:19:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
07/05 10:17 pcuiap03 CPU 이상징후 발생
07/05 10:17 cuiSvr35 인스턴스 CPU 과점유 현상 확인
07/05 10:18 cuiSvr35 중지 완료 및 인프라 점검 정상 확인
07/05 10:19 이상징후 발생/해소 공지",Infra,미들웨어,WAS
INM24070530107,종료,KT AICC CCaaS,AP서버(portal-user-api) 메모리 과점유 이벤트 발생,,,,이상징후,2005-07-24 12:03:00,2005-07-24 12:05:00,환경원인,사용량 과부하, POD 재기동 조치 후 정상화,AP 운영,운용,환경
INM24070530111,종료,RCS홀세일,서버(p-ercs-pd1-djmrg05)외 다수 서버에서 MSG_HTTPSD 에서 2초 지연발생(Critical)외 다수 이벤트 발생,,,,이상징후,2005-07-24 19:17:00,2005-07-24 19:20:00,환경원인,외부귀책,"- 시간 : 19:17분~19:18분
- 분석 결과 : MaaP GW에서 KT의 A2P 발송 요청을 처리하는 서비스가 위치한 AWS 노드의 일시적인 DOWN 현상으로 인한 이슈.
                  AWS에서 Underlying Host의 결함으로 인한 해당 노드의 DOWN 으로 서비스의 일시적인 순단이 있었으며, 정상 신규 노드로 즉시 교체되어 서비스 정상 처리됨.",AP 운영,운용,환경
INM24070630112,종료,KOS-공통,KOS-외부연동GW 서비스 유선 원스탑 업무 데몬 오동작 현상 발생,개선가능,AO부서,,이상징후,2006-07-24 13:49:00,2006-07-24 13:49:00,환경원인,사용량 과부하,gweap02/04 해당 업무 인스턴스 재기동 후 해소완료,AP 운영,운용,환경
INM24070730115,종료,고객센터상담관리,고객센터상담부가 서버(gr-aicc-tts-tcs-01)에서 TCS - 음성합성 실패 발생 이벤트 발생,,,,이상징후,2007-07-24 07:39:00,2007-07-24 07:39:00,Infra원인,Infra H/W결함,O [파악된 현상] 인시던트 조치 내역 : AP 오류 확인 - 서버 다운 - GPU 교체,Infra,서버,Memory
INM24070730117,종료,KOS-CRM(B2B),KOS-CRM(B2B) 서버(bsblgw01)에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2007-07-24 21:17:00,2007-07-24 21:17:00,Infra원인,Infra H/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
7/7(일) 21시 17분 bsblgw01 Shutdown 발생하여 점검결과 시스템 보드 Fault 확인
7/8(월) 01시 03분 시스템 보드 교체하였으나 서버 기동 불가하여 추가 분석한결과 2번 CPU Fault로 확인됨
7/8(월) 02시 11분 CPU 수배하였으나 파트룸에 재고가 없어 해외 발송 요청",Infra,서버,CPU
INM24070830118,종료,취약점진단,소스취약점진단에서 URL(securecoding.kt.co.kr) 접속 지연 현상 발생,,,,이상징후,2008-07-24 08:17:00,2008-07-24 08:27:00,Infra원인,Infra S/W결함,"08:17  스패로우 사이트 접속 이상 W-MON 관제 알림 발생 (Legacy OP)
08:23  스패로우 사이트 접속 이상 발생 상황창 개설 (IT통합관제팀 김현봉D)
08:20 서비스 점검 중, CPU/Memory 부하 발생 확인 (보안정책팀 김경호D)
08:27 AP 서비스 재기동 이후 이상징후 해소 완료 확인 (보안정책팀 김경호D)
08:27 securecoding.kt.co.kr 정상 접속 가능함을 컨퍼러스콜과 상황창에 전파 (보안정책팀 김경호D)
08:28 AP 서비스 관련 기능 점검 시작 (보안정책팀 김경호D)
08:32 이상징후 해소 공지 발송 (IT통합관제팀)
08:42 AP 서비스 관련 기능 점검 완료 / 특이사항 없음 (보안정책팀 김경호D)",Infra,미들웨어,웹서버
INM24070830119,종료,ERP,이지ERP 인스턴스(A22) 지연현상 발생,,,,이상징후,2008-07-24 08:35:00,2008-07-24 08:48:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 사용자 동작에 따른 .svg .woff2 등 글꼴 다운로드로 인한 자원사용량 증가로 인한 처리지연이 발생
O 비업무 시간과 빠른 조치를 위하여 시스템 재기동 수행 후 정상화",Infra,서버,기타
INM24070830121,등록,SMSVAS,SMSVAS 서버 (dr-isonm-pk1-d01 등 다수) 에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2008-07-24 08:53:00,2008-07-24 09:07:00,,,,,,
INM24070830124,종료,통합IDMS,IDMS(KOS) 계정 권한 회수에 따른 OSS-OM 로그인 불가 현상 발생,개선불가,VOC접수,,이상징후,2008-07-24 15:24:00,2008-07-24 16:10:00,인적원인,연관도 파악 미흡,"07.10 13:24 : 상황창 개설
07.10 13:24 : 폐기된 협력사 1167명에 대한 폐기 사유 및 영향도 확인
07.10 13:40 : 계정 복구 및 권한 복구 시작
07.10 14:00 : 계정 복구 완료",AP 운영,운용,운용 오류
INM24070930129,종료,네트워크설비운영관제,목동-현대카드/파주/VPN/직승인 간 주회선 순단 발생,,,,이상징후,2009-07-24 09:58:00,2009-07-24 09:58:00,환경원인,외부귀책,"[07/09]
09:58 목동-현대카드/파주/VPN/직승인 간 주회선 순단 발생
10:01 IT통합관제 확인 요청
10:03 기관측 확인요청 , 이중화 회선으로 서비스 영향 없음
10:05 서비스담당자 서비스 점검 요청
10:07 서비스 점검자 확인 시 서비스 영향 없음 확인
10:12 이상징후 발생/해소 공지 발송",Infra,네트워크,기타
INM24070930131,종료,AI고객센터,"서버(p-aicc-pk1-ctcms01,02)에서 CPU 과부하 및 OutOFMemory 이벤트 발생",,,,이상징후,2009-07-24 11:23:00,2009-07-24 11:45:00,환경원인,사용량 과부하,"O 조치 결과 : 운영부서(AO, AICC서비스2팀)에서 장애 예방 차원에서 인스턴스 재기동 조치 후, 정상화됨",AP 운영,운용,환경
INM24070930132,종료,네트워크설비운영관제,목동 - KT/대전/지능망 간 주회선 순단 발생,,,,이상징후,2009-07-24 11:53:00,2009-07-24 11:53:00,환경원인,외부귀책,"[07/09]
11:53 목동 - KT/대전/지능망 간 주회선 순단 발생
11:55 IT 통합관제 확인요청
11:57 기관측 담당자 확인
11:59 전송로 단순 순단 및 트래픽 없음으로 확인
12:00 이상징후 발생/해소 발송
기관측 라우터 재기동 작업으로 확인",Infra,네트워크,기타
INM24070930133,종료,Dev-Space,관제툴(W-MON)에서wiki.dspace.kt.co.kr URL 502에러 이벤트 발생,개선가능,AO부서,,이상징후,2009-07-24 13:07:00,2009-07-24 13:09:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

일시적 과점유 현상으로 자연 해소 되었습니다.",AP 운영,운용,환경
INM24070930134,종료,KTAICC,NAS 용량 부족으로 녹취부가서비스 가입 고객 한정 일부 녹취 플레이 불가 발생,,,,이상징후,2009-07-24 10:45:00,2009-07-24 12:54:00,Infra환경,외부 전력 장애,"보이스봇 서비스와 무관하며 , 해당 이슈에 대하여 사업부차원의 고객 대응
- 영향을 직접 받은 고객사는 야간 수작업으로 복구 완료
: 오텍캐리어",Infra,서버,Storage
INM24070930135,종료,KTAICC,AIBOT 이상 현상으로 포털내  일부 메뉴 불가 현상,,,,이상징후,2009-07-24 14:58:00,2009-07-24 15:27:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24070930136,종료,API Link 플랫폼,관제툴(LAMP)에서 kbank 관련 API 연동오류 발생,,,,이상징후,2009-07-24 15:38:00,2009-07-24 15:45:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
Kbank 원인
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24070930137,종료,KT AICC CCaaS,콜인프라 Active IPPBX 서비스 다운으로 ccaas-pd-cib-ie01->ccaas-pd-cib-ie02 절체 발생,,,,4등급,2009-07-24 15:48:00,2009-07-24 16:36:00,환경원인,외부귀책,"15:52  콜인프라 Active IPPBX 서비스 다운으로 상담통화 불가 현상 발생 (Looks, signal, whatap)

15:52  서비스명 : KT AICC CCaaS

       서버(ccaas-pd-cib-ie02)에서 5060,5063 Port Down 이벤트 발생

15:53  콜인프라 Active IPPBX 장비 수동 기동 완료(AI구독서비스팀)

15:55  [이상징후 발생 공지] 서버(ccaas-pd-cib-ie02)에서 5060,5063 Port Down 이벤트 발생하여 운영부서 확인중

15:58  whatap 에서 트래픽 일시적 상승후 해소

15:59  IE02 장비 active 장비로 절체(AI구독서비스팀)

16:00  ccaas-pd-cib-ie01/02 OS  정상 확인(DX인프라팀)

16:01  ccaas-pd-cib-ie02 active 장비 정상동작 확인(AI구독서비스팀)

16:07  PBX 장비 down 및 절체시에 발생한 dummy호로 인해 일부 상담통화 및 CTI 조작 이상 현상 발생 중(AI구독서비스팀)

16:08  콜인프라 담당자측에서 수동으로 dummy호 해소방안 검토 중

16:19  일부 상담통화 및 CTI 조작 이상 현상 지속발생으로 장애전환 결정

16:30  [장애 발생 공지]

서비스명 : KT AICC CCaaS // 장애등급 : 4등급

운영부서(ktds AI구독서비스팀) 확인 시 콜인프라(운영부서 브리지텍) Active IPPBX 서비스 절체 조치하였으며, dummy호에 의한 일부 고객에 대해 하드폰/소프트폰 접속불가, CTI 변경 불가하여 콜인프라에서 조치 중

16:36  dummy호에 의한 일부 고객에 대해 CTI 변경 불가 11건 조치 완료

16:37  KT AICC CCaaS 전체 서비스 점검 및 상담AP 점검 진행 중

16:43  상담AP 서비스점검 및 신규 로그인, IB/OB콜 서비스 정상 확인

16:44  콜테스트 / CTI 로그인 / TA 상담요약 등 서비스 정상 확인

16:53  [장애 종료 공지] 운영부서(ktds AI구독서비스팀) 확인 시 콜인프라(운영부서 브리지텍) Active IPPBX 서비스 수동 절체 조치하였으며, dummy호에 의한 일부 고객(11건)에 대해 CTI 변경 불가하여 콜인프라 수동 조치 후 정상",AP 운영,운용,환경
INM24070930140,종료,Dev-Space,cp-cd.dspace.kt.co.kr URL BAD GATEWAY 현상 발생,개선가능,AO부서,,이상징후,2009-07-24 20:58:00,2009-07-24 21:10:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

Jenkins #2 의존 성 제거, Ngnix ip hash 종속성 제거,
Jenkins Nginx 재기동",AP 운영,운용,환경
INM24070930141,종료,케이티닷컴,m.kt.com 및 마이페이지 접속 시 간헐적 지연 발생,,,,이상징후,2009-07-24 21:02:00,2009-07-24 21:17:00,환경원인,외부귀책,"[07/09]
- 20:44 c-newkt-pd1-mweb07~09 (구)NAS로 원복 요청(이찬K)
- 20:45 c-newkt-pd1-mweb07 nginx 중지 요청(MWSA)
- 21:00 m.kt.com 및 마이페이지 접속 시 간헐적 지연 발생
- 21:02 컨콜개설(상황 근무자)
- 21:12 c-newkt-pd1-mweb07 (구)NAS로 원복 완료(신동수K)
- 21:16 c-newkt-pd1-mweb08~12 (구)NAS로 원복 완료(권소희D, 이행준C)
- 21:17 c-newkt-pd1-mweb08~12 nginx 중지 진행(방은희D, 구우현B, MWSA)
- 21:28 서비스 지연 이상 없음 확인(방은희D)
- 21:33 이상징후 해소 공지 전파(상황근무자)
- 21:36 마이페이지 서비스 이상없음 확인(김주원D)
- 21:37 m.kt.com 서비스 이상없음 확인(이찬K)
- 21:43 작업 상황창 종료",Infra,서버,Storage
INM24071030144,종료,KOS-Customer,일부 사용자 고객정보 열람용 패스워드 입력시 패스워드 오류 현상 발생,개선불가,VOC접수,,이상징후,2010-07-24 10:06:00,2010-07-24 11:22:00,인적원인,연관도 파악 미흡,"10:06  보안필드 DB에 등록
11:11  상황창 정보열람패스워드  설정  고객 열람 불가VOC 3건 인입
11:18  보안필드 등록 건 원복 진행
11:22  보안필드 등록 건 원복 완료
11:23  이상징후 발생 공지 발송
11:23  VOC 건 OB 결과 정보열람패스워드 설정 고객 열람 정상 확인
11:36  이상징후 해소 공지 발송",AP 운영,운용,환경
INM24071030145,종료,KTAICC,AIBOT 이상 현상으로 포털내  일부 메뉴 불가 현상,개선가능,IO부서,,이상징후,2010-07-24 14:15:00,2010-07-24 14:32:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24071030146,종료,임직원PC수준진단,NW장비(MDAG-K10F-22R11-05-BIT) IP중복 관련 SYSLOG이벤트 발생,,,,이상징후,2010-07-24 15:32:00,2010-07-24 15:32:00,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O IP를 변경한 테스트 서버의 IP를 원복 후 이벤트 미발생
    - 테스트 서버로 서비스 영향도 없음",Infra,보안 S/W,백신
INM24071030148,종료,Dev-Space,Dev-Space Tool 서버 (p-dscd-tk1-e02) 에서 CPU 과부하 이벤트 발생,,,,이상징후,2010-07-24 16:12:00,2010-07-24 16:12:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

운영부서(ktds 플랫폼CoE팀) 확인결과 개발장비로 서비스 특이사항 없음 확인되었습니다.",AP 운영,운용,환경
INM24071030149,종료,KTAICC,"AP서버(epc-prd-escsvc05,06) cms 인스턴스 지연 발생",,,,이상징후,2010-07-24 17:13:00,2010-07-24 17:28:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24071030150,종료,KTAICC,"AP서버(epc-prd-escsvc05,06) cms 인스턴스 지연 발생",개선가능,IO부서,,이상징후,2010-07-24 18:20:00,2010-07-24 18:35:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24071030151,종료,KOS-CRM(B2C),KOS 문자메세지 발송시 접근할수없는 서비스이거나 접근 통제된 서비스입니다 팝업 후 발송불가 현상 발생,,,,이상징후,2010-07-24 22:31:00,2010-07-24 22:57:00,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 : 비정기 배포 시 문자 발송 안된다는 VOC 접수 -> UI 소스 즉시 원복
O UI 소스 원복 후 정상 처리 확인",AP 개발,형상,배포 오류
INM24071030152,종료,IT인프라_Shared,[sDSC NW] 분당 코어 스위치 2호기에서 3번 PSU 다운 이벤트 발생,,,,이상징후,2010-07-24 23:44:00,2010-07-24 23:44:00,Infra원인,Infra H/W결함,"2024년 07월 10일(수)
23:44 분당IDC 3층 Core Switch 2호기 PSU 3번 shutdown 이벤트 발생
23:45 sDSC NW OP 상황 전파
23:46 PSU 다중화 (6개)로 서비스 영향도 없음 확인 (네트워크인프라팀 이상준(협) )
23:55 이상징후 발생 및 해소 공지 발송
23:55 상황 종료",Infra,네트워크,Switch
INM24071130153,종료,KTAICC,AP서버(epc-prd-escsvc05) cms 인스턴스 지연 발생,,,,이상징후,2011-07-24 08:49:00,2011-07-24 09:04:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24071130154,종료,API Link 플랫폼,관제툴(LAMP)에서 넷플릭스 API(OIF_1174) 오류 감시 이벤트 발생,,,,이상징후,2011-07-24 09:11:00,2011-07-24 09:43:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
넷플릭스 복구(외부복구)
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24071130155,종료,KOS-오더,KOS UI 통한 무선 신규가입 시 음성선택 체크 불가로 번호 채번 불가하여 신규개통 불가,개선불가,VOC접수,,3등급,2011-07-24 09:20:00,2011-07-24 09:40:00,인적원인,연관도 파악 미흡,"09:20	신규가입 시 음성 체크 불가 현상 발생(ISC Voc 접수)
09:29	이상징후 발생 공지 발송
09:31	개통화면에서 음성 체크박스가 안보이는 현상 발생(고객운영팀)
09:36	사업부서 상황 공유(ICT컨설팅팀)
09:40	음성처리 관련 Referance 변경 적용 완료(고객운영팀)
09:40	장애 전환 결정(ICT품질혁신팀)
09:44	장애등급 3등급,상황반장 김제인팀장,복구반장 이병준팀장(김사운차장)
09:48	장애 발생 공지 발송
09:48	ISC OB 진행결과 정상 확인(ISC)
09:58	KOS 무선상품 신규개통 불가 현상 정상화 공지(고객운영팀)
10:05	장애 종료 공지 발송",AP 운영,운용,운용 오류
INM24071130159,승인요청,ERP,ERP-HR 기념일 알림 문자 오발송,개선가능,AO부서,,요금사고,2003-07-24 10:33:00,2003-07-24 12:29:00,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 :
- 10:00 개발팀 테스트 시작(개발 소스 코드 테스트 서버 배포?)	
- 10:33 테스트 진행 중SMS오발송	
- 12:15 테스트 진행 중 오발송 인지
- 12:19 VOC 0건 확인(ISC접수 확인)	
- 12:24 오발송 대상자 확인	
- 12:27 정정 안내 문자 문구 확인	
- 12:29 정정 안내 문자 발송",AP 개발,테스트,테스트 수행
INM24071130160,종료,네트워크설비운영관제,LGT(구-데이티콤/영등포/우송빌딩/8층) - 목동 간 단중화 회선 down/up 발생,,,,이상징후,2011-07-24 18:03:00,2011-07-24 18:05:00,환경원인,외부귀책,"[07/11]
18:03 LGT(구-데이티콤/영등포/우송빌딩/8층) - 목동 간 단중화 회선 down/up 발생
18:05 IT 통합관제 확인요청
18:08 기관측 담당자 확인요청
18:11 트래픽 확인시 배치성 회선으로 확인
18:15 기관측 담당자 확인사항으로 기관측 작업영향으로 확인
18:19 이상징후 발생/해소 공지 발송",Infra,네트워크,기타
